COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;320;Feurs;CHAR;3
CODGEO;Code géographique;Code géographique;321;Évron;CHAR;3
CODGEO;Code géographique;Code géographique;322;Freyming-Merlebach (partie française);CHAR;3
CODGEO;Code géographique;Code géographique;323;Saint-Flour;CHAR;3
CODGEO;Code géographique;Code géographique;324;Brioude;CHAR;3
CODGEO;Code géographique;Code géographique;325;Uzès;CHAR;3
CODGEO;Code géographique;Code géographique;326;Joigny;CHAR;3
CODGEO;Code géographique;Code géographique;327;Limoux;CHAR;3
CODGEO;Code géographique;Code géographique;328;Loches;CHAR;3
CODGEO;Code géographique;Code géographique;329;Moissac;CHAR;3
CODGEO;Code géographique;Code géographique;330;Decazeville;CHAR;3
CODGEO;Code géographique;Code géographique;331;Ambert;CHAR;3
CODGEO;Code géographique;Code géographique;332;Mauges-sur-Loire;CHAR;3
CODGEO;Code géographique;Code géographique;333;Louhans;CHAR;3
CODGEO;Code géographique;Code géographique;334;Valréas;CHAR;3
CODGEO;Code géographique;Code géographique;335;Tournon-sur-Rhône;CHAR;3
CODGEO;Code géographique;Code géographique;336;Paray-le-Monial;CHAR;3
CODGEO;Code géographique;Code géographique;337;Chantonnay;CHAR;3
CODGEO;Code géographique;Code géographique;338;Champagnole;CHAR;3
CODGEO;Code géographique;Code géographique;339;Revel;CHAR;3
CODGEO;Code géographique;Code géographique;340;Lavelanet;CHAR;3
CODGEO;Code géographique;Code géographique;341;Bollène;CHAR;3
CODGEO;Code géographique;Code géographique;342;Crest;CHAR;3
CODGEO;Code géographique;Code géographique;343;Sisteron;CHAR;3
CODGEO;Code géographique;Code géographique;344;Bourg-Saint-Maurice;CHAR;3
CODGEO;Code géographique;Code géographique;345;Pézenas;CHAR;3
CODGEO;Code géographique;Code géographique;346;Verneuil d'Avre et d'Iton;CHAR;3
CODGEO;Code géographique;Code géographique;347;Loudun;CHAR;3
CODGEO;Code géographique;Code géographique;348;Le Blanc;CHAR;3
CODGEO;Code géographique;Code géographique;349;Sainte-Maxime;CHAR;3
CODGEO;Code géographique;Code géographique;350;Gérardmer;CHAR;3
CODGEO;Code géographique;Code géographique;351;La Ferté Macé;CHAR;3
CODGEO;Code géographique;Code géographique;352;Honfleur;CHAR;3
CODGEO;Code géographique;Code géographique;353;Crozon;CHAR;3
CODGEO;Code géographique;Code géographique;354;Jonzac;CHAR;3
CODGEO;Code géographique;Code géographique;355;Lesparre-Médoc;CHAR;3
CODGEO;Code géographique;Code géographique;356;Castelsarrasin;CHAR;3
CODGEO;Code géographique;Code géographique;357;Belleville-en-Beaujolais;CHAR;3
CODGEO;Code géographique;Code géographique;358;Carentan-les-Marais;CHAR;3
CODGEO;Code géographique;Code géographique;359;Vaison-la-Romaine;CHAR;3
CODGEO;Code géographique;Code géographique;360;Pineuilh;CHAR;3
