IRIS;DEC_PIMP18;DEC_TP6018;DEC_Q118;DEC_MED18;DEC_Q318;DEC_EQ18;DEC_D118;DEC_D218;DEC_D318;DEC_D418;DEC_D618;DEC_D718;DEC_D818;DEC_D918;DEC_RD18;DEC_S80S2018;DEC_GI18;DEC_PACT18;DEC_PTSA18;DEC_PCHO18;DEC_PBEN18;DEC_PPEN18;DEC_PAUT18;DEC_NOTE18
751083201;78.1;9.8;26160;48670;88110;1.27;13080;21860;29630;39530;60560;77210;99770;143790;11;18.5;0.539;73.8;63.7;1.4;8.7;9.6;16.6;0
751083202;79.1;;27820;57860;101860;1.28;14500;24020;34220;43040;71780;90830;113930;187260;12.9;23;0.58;67;52;1.4;13.6;9;24;0
751083203;78.4;;30710;60210;112230;1.35;14670;25000;36010;48030;76470;98990;147700;253770;17.3;27.6;0.6;65.5;52.8;0.7;12;8.5;26;0
751083204;78.9;8.3;30730;60730;105820;1.24;15490;25340;35550;48640;73450;90330;124900;198470;12.8;18.7;0.524;74.6;61.4;1.3;11.9;10.3;15.1;0
751083205;81.1;7.2;31750;57190;91410;1.04;16490;27160;36320;47670;69960;84730;103920;146720;8.9;12.1;0.446;78.9;67.8;1.4;9.7;11.9;9.2;0
751083206;78.8;8.5;28350;45960;73770;0.99;14830;24140;31510;38560;54460;64690;82560;109650;7.4;9.7;0.407;75.7;66.6;2.1;7;14.3;10;0
751083207;79.2;;29560;53590;84810;1.03;15490;25800;34180;44220;62410;75310;97950;129580;8.4;12;0.452;75.8;66.1;2.1;7.6;13;11.2;0
751083209;;;27670;50190;87010;1.18;15540;23160;30460;40420;62510;77230;100100;151670;9.8;16;0.519;71.7;59.9;1.1;10.7;11.1;17.2;0
751083210;;;30000;57020;143430;1.99;15620;24620;36830;46790;80260;118800;175570;295250;18.9;31.5;0.637;64.8;48.1;0.8;15.9;6.7;28.5;0
751093301;76.6;;26130;42960;69570;1.01;12540;21070;29820;36060;51260;61330;76050;125310;10;14.9;0.495;76.3;63.7;1.9;10.7;10.3;13.4;0
751093302;78.9;;29240;48390;80150;1.05;15490;24930;32970;39970;59840;68990;89520;136670;8.8;13.3;0.483;79.4;68.1;1.9;9.4;10.8;9.8;0
751093303;75;10.3;24080;41690;72190;1.15;12730;20490;27160;34500;50500;63610;83750;130840;10.3;14.4;0.492;76;65.6;1.7;8.7;11.6;12.4;0
751093304;81;;30380;51620;83080;1.02;15870;26730;35160;42670;60900;75690;91010;136630;8.6;11.4;0.447;76.4;66.2;1.8;8.4;12.4;11.2;0
751093305;77.3;;26930;48720;76950;1.03;13220;22650;30540;39810;58510;70350;86360;125800;9.5;13.1;0.461;73.9;63.1;2.4;8.4;10;16.1;0
751093306;74.6;11.8;24200;41850;71200;1.12;11200;19820;28650;35270;51300;62970;79580;106150;9.5;12.7;0.437;77.1;66.6;1.8;8.7;14.3;8.6;0
751093307;77.5;12;24030;42090;67940;1.04;11140;20540;27300;34870;50260;61980;75690;102760;9.2;13.1;0.459;78.2;67.2;2.2;8.8;13.1;8.7;0
751093308;68.4;19.1;16430;32410;52010;1.1;7230;13330;19150;25640;39840;47350;59470;83510;11.5;15.9;0.461;83.5;72.4;3.1;8;10.7;5.8;0
751093309;70.9;20.6;16190;34200;58570;1.24;7160;12870;19490;26350;43820;54010;68660;101580;14.2;21.8;0.524;78.5;65.6;2.1;10.8;13.2;8.3;0
751093310;76.8;;25380;45320;80320;1.21;13300;22560;29540;37500;54850;67940;97050;142800;10.7;36.3;0.721;40.5;34.9;1;4.6;7.2;52.3;0
751093403;77.5;;22630;42930;74260;1.2;10820;19630;26930;35150;52240;65540;87840;129810;12;19.6;0.551;74.7;54.9;1.8;18;9.4;15.9;0
751093407;76.1;;20590;39880;65810;1.13;8490;17570;24180;31850;49970;59870;72910;113250;13.3;15.5;0.475;81.3;73;2.2;6.1;10;8.7;0
751093501;67.8;21;14970;31430;56690;1.33;6630;12370;18010;24480;40020;49430;63570;90450;13.6;19.6;0.509;79;67.3;2.6;9.1;9.8;11.2;0
751093502;74.2;15.3;21130;37460;66620;1.21;8370;17330;25250;31990;46660;58150;74510;102440;12.2;15.1;0.466;77.5;66.4;2.5;8.6;10.7;11.8;0
751093503;77.2;14.3;21980;40210;66580;1.11;9580;18260;25270;32070;48340;59260;74200;104970;11;15.1;0.467;82;68.7;2.4;10.9;9.3;8.7;0
751093504;72.2;;21900;41740;65000;1.03;9860;18410;25940;32270;49390;58880;74560;102200;10.4;12.9;0.439;79.4;69.4;2.6;7.4;11.3;9.3;0
751093601;74.9;13.3;21450;37330;62920;1.11;10260;18260;25210;30880;46170;57340;70590;96700;9.4;12.6;0.445;82.9;73.1;2.5;7.3;10.7;6.4;0
751093602;70.6;15.3;20040;36590;59630;1.08;7910;16840;22670;29400;43690;52850;65140;88570;11.2;13.9;0.444;85.5;75;3.1;7.4;9.3;5.2;0
751093603;73.6;15.7;19710;32750;54760;1.07;9450;16340;22350;27690;40340;48460;58730;79900;8.5;12.4;0.444;81.1;71.6;2.9;6.6;12.5;6.4;0
751093604;75.9;11.4;24170;39620;61920;0.95;12170;19860;27200;33360;47350;55460;70040;99250;8.2;12.1;0.452;77.3;68.6;2.6;6.1;12.1;10.6;0
751093605;76.6;10.6;22830;38990;60190;0.96;12120;19700;25890;31980;46450;55220;68370;92320;7.6;9.6;0.399;81.1;71.6;2.9;6.6;11.3;7.6;0
751093606;76.7;11.4;24070;39980;63710;0.99;12300;19630;27640;33550;48100;58050;72500;98290;8;12;0.443;79.5;70.1;2.3;7.1;11.8;8.7;0
751093607;71.6;20.1;16550;34510;55510;1.13;7930;12820;21480;27050;42280;50660;64010;86740;10.9;15.2;0.447;81.1;71.2;3.4;6.5;12.1;6.8;0
751093608;75.1;11.6;23180;41970;70160;1.12;11890;19420;26880;35290;50840;61090;77840;110210;9.3;15.1;0.489;76.2;65.6;2.3;8.3;11.3;12.5;0
751093609;76.9;12.6;22580;38110;60470;0.99;10290;19180;25570;31810;45930;55670;66110;95320;9.3;12.2;0.43;79.3;67.5;2.9;8.9;13.5;7.2;0
751093610;71.1;16.9;18940;35280;54100;1;6480;15380;21870;28750;41460;49750;60730;82910;12.8;14.7;0.433;83.6;72.8;3.5;7.3;10.4;6;0
751103701;71.3;16;19190;32000;51710;1.02;8600;15810;21490;26700;38500;46180;56110;70920;8.2;10.2;0.404;80.2;69.6;3.3;7.3;12.6;7.2;0
751103702;67.3;23.3;14360;27790;43470;1.05;5710;11720;16360;21280;33780;39570;47630;63410;11.1;11.8;0.403;85.6;76.9;3.7;5;10.7;3.7;0
751103703;71.2;18.8;15970;30180;47990;1.06;5900;13780;19400;24250;36920;44230;54010;75530;12.8;13.6;0.433;83.9;73.3;3.7;6.9;8.7;7.4;0
751103704;74.4;13.5;21570;38750;59680;0.98;10350;17990;25190;32190;46330;54510;65280;87180;8.4;10.7;0.401;80.5;70.3;2.4;7.8;11.6;7.9;0
751103705;77.3;10.4;24080;40920;63470;0.96;12220;20770;27140;34520;47740;57490;71250;96360;7.9;10.2;0.416;79.3;68.9;2.4;8;11.2;9.5;0
751103706;70.9;16.5;19040;33950;53540;1.02;7800;15480;22140;27180;39950;48390;58290;74590;9.6;11.4;0.411;78.1;67.2;3.3;7.6;14.5;7.4;0
751103707;66.4;22.6;14500;28000;44790;1.08;5940;11440;17170;22230;33900;40630;49370;60690;10.2;12.4;0.414;85.4;77.5;3.3;4.6;10.5;4.1;0
751103708;68.7;20.8;15870;30270;45540;0.98;5550;11960;18630;24230;35780;42220;48900;61840;11.1;12.3;0.393;81.3;72.7;3.5;5.1;14.5;4.2;0
751103709;67.7;23.2;13890;26500;41280;1.03;6400;11160;16040;21710;31490;37690;44600;55540;8.7;10.7;0.393;86.2;77.6;4.1;4.5;10.9;2.9;0
751103801;70;21.4;14900;30250;47980;1.09;6310;11750;17660;23910;37560;44060;53130;76200;12.1;14.3;0.434;84.4;75.2;3.7;5.5;10.6;5;0
751103802;61.5;32.2;9790;22160;42940;1.5;5120;8280;11770;17520;28080;37550;49910;65290;12.8;18.1;0.492;87.1;73.8;4.4;8.9;7.7;5.2;0
751103803;71.8;17.4;19480;34820;57230;1.08;8380;15400;22520;28730;41800;52000;63500;86610;10.3;13.1;0.426;82;73.8;3;5.2;10.6;7.4;0
751103804;71.2;18.4;17000;32580;54620;1.15;7590;13940;20420;26900;38970;48560;61790;89460;11.8;16.2;0.483;83.5;72.5;3.5;7.5;8.9;7.6;0
751103805;71.4;17.5;17840;30670;52100;1.12;7960;14460;21210;25580;37510;45950;58990;83070;10.4;14.4;0.464;84.4;74.8;2.1;7.5;9.9;5.7;0
751103806;72.6;16.5;18650;35680;58600;1.12;7890;15880;22450;29290;43470;52660;66510;93620;11.9;13.3;0.436;83.8;72.9;3.4;7.5;9.3;6.9;0
751103901;71.8;21.1;15790;30120;49610;1.12;6380;11880;18610;24900;35790;44250;55710;78490;12.3;15.8;0.454;77;65.6;3.4;8;15.5;7.5;0
751103902;76.2;14.2;20120;38220;56910;0.96;10370;17070;24500;31790;44290;51580;63060;82670;8;11.3;0.424;80.3;72.3;2.6;5.4;11.9;7.8;0
751103903;75;11.7;22150;35190;53100;0.88;11640;19310;24980;30290;41960;48670;58930;80930;7;10;0.424;84.2;75.3;2.7;6.2;9.2;6.6;0
751103904;71.2;17;18150;34220;57010;1.14;7900;14720;22300;27650;43120;52370;63710;88040;11.1;14.7;0.452;81.4;71.1;3;7.3;11.6;7;0
751103905;70.4;19.7;16410;32230;50660;1.06;7130;13130;19810;27210;38310;46390;56210;73790;10.4;14.7;0.452;83.4;73.2;3.6;6.6;9.7;6.9;0
751103906;70.3;17.7;17060;31080;51070;1.09;8720;14510;19590;24380;37140;45380;56180;78130;9;12.4;0.452;84.9;72.8;3.6;8.5;7.2;7.9;0
751103907;70.5;18.5;16350;29340;45910;1.01;8070;13860;19160;24720;35920;42550;49980;68290;8.5;11.5;0.409;82.3;71.7;4.4;6.2;10.9;6.8;0
751103908;71.3;17.4;16740;29820;47760;1.04;8510;14500;19660;24860;36400;43810;52280;69750;8.2;11;0.424;82;70.7;3.9;7.4;12;6;0
751103909;69.1;21.3;15580;28990;46360;1.06;6090;12250;18000;23420;34830;42910;52840;75330;12.4;15.4;0.456;82;68.4;3.9;9.7;12.2;5.8;0
751103910;70.9;16.9;17980;33140;51340;1.01;8000;14950;21560;27770;38800;46950;57150;76590;9.6;13.7;0.445;80.1;68.6;3.4;8.1;11.4;8.5;0
751104001;56.2;33.4;9870;19880;35440;1.29;4420;8420;11720;15540;25400;31300;39940;53650;12.1;19.2;0.519;86.1;69.7;4.8;11.6;8.7;5.2;0
751104002;60.1;33.3;10170;20300;35320;1.24;4820;8670;11590;15580;25420;31180;38560;50110;10.4;13.2;0.435;83.8;72.2;4.8;6.8;13.1;3.1;0
751104003;67.2;24.4;13420;26960;44640;1.16;5940;11150;16160;21430;32620;39890;50320;66340;11.2;13.2;0.426;85.4;75.9;4.3;5.2;9.9;4.7;0
751104004;59.5;32.1;10040;22350;37360;1.22;4740;8370;12410;16570;27580;34500;40700;56190;11.8;17.2;0.471;84.7;75.9;4;4.8;9.7;5.6;0
751104005;54;37.4;9120;18190;31980;1.26;3790;7670;10670;14330;22950;28380;35270;45900;12.1;13.8;0.429;86.6;76.7;5.3;4.6;11.1;2.3;0
751104006;65.3;21.9;14540;25860;42470;1.08;6790;11690;16720;21180;32640;38810;47050;60910;9;12.1;0.421;83.8;71.3;4.3;8.2;12;4.2;0
751104007;62.5;26.5;12540;23370;37820;1.08;5810;10510;14300;18450;28020;34010;42620;59880;10.3;14.9;0.465;79.8;70.8;3.6;5.4;14.6;5.6;0
751104008;63.5;24.2;13300;25470;41050;1.09;6000;10880;15890;20510;30670;36930;46300;62190;10.4;13.5;0.43;76.7;67.5;3.8;5.4;17.5;5.8;0
751104009;74.6;16.5;17870;30580;49090;1.02;8580;15380;20310;25930;38260;45040;53850;70870;8.3;10.2;0.399;83.8;72.8;3.8;7.2;10.3;5.9;0
751104010;63.5;25.2;12840;23130;38820;1.12;6140;10760;14600;18310;27650;34790;42660;59040;9.6;11.5;0.416;75.9;65.6;3.9;6.4;20.4;3.7;0
751104011;62.6;31.1;10670;22300;38690;1.26;4990;8970;12450;17170;28100;33760;43760;61050;12.2;15.9;0.476;84.9;76.1;3.5;5.3;11.3;3.8;0
751114101;63.7;26.1;12580;24760;41910;1.18;5760;10170;15130;20620;31290;38560;46670;59950;10.4;13.1;0.419;75.4;66.9;3.8;4.7;20.2;4.4;0
751114102;64.4;27.2;12280;24670;40000;1.12;6060;10480;14120;19640;30190;35990;44730;59540;9.8;14;0.452;85;74.7;4;6.3;9.5;5.5;0
751114103;69.9;18.3;15780;28700;47920;1.12;8510;13680;18440;23270;35150;43100;53070;72100;8.5;10.5;0.415;82.5;72.5;3.7;6.3;13;4.5;0
751114104;73.2;15;19400;34570;52620;0.96;9490;16330;22800;28290;41020;46940;60220;85050;9;12;0.444;80;68.5;2.8;8.7;12.9;7.1;0
751114105;72.9;12.2;21020;36870;60480;1.07;11680;18580;24400;31040;43870;55180;67540;92210;7.9;11.3;0.434;80;66.3;2.3;11.4;12.2;7.8;0
751114106;72.8;14.5;19360;35820;59640;1.12;8850;16690;22330;27930;42090;51800;68430;93210;10.5;12.6;0.444;80.7;68.3;3.1;9.3;11.2;8.1;0
751114107;73.8;12.6;21290;35460;53910;0.92;11010;18370;24090;29630;41600;48810;60720;78910;7.2;9.4;0.393;83.5;73.4;3.1;7;11.1;5.4;0
751114108;73.9;13.7;19450;31320;47710;0.9;10300;16350;21890;25780;37780;43630;52440;69550;6.8;9.2;0.405;79.7;70.3;3.5;5.9;11.2;9.1;0
751114109;63.9;27.7;12170;23360;38970;1.15;5470;10160;13920;18490;28660;33840;42690;56840;10.4;13.9;0.445;87.6;77.2;4.1;6.3;8.6;3.8;0
751114110;57.1;35.6;9140;18670;33940;1.33;4300;7930;10650;14540;23670;29520;39000;52030;12.1;17.7;0.49;82.3;70.2;4.6;7.5;11.4;6.3;0
751114111;;;8600;17150;27250;1.09;4700;7110;9790;13610;20200;25200;31560;44170;9.4;13;0.449;83.2;74.8;4.9;3.5;12.9;3.9;0
751114112;40.1;57.9;5180;10830;21070;1.47;3000;4800;6050;8290;13830;17240;24710;36720;12.2;16.4;0.494;78.2;70.4;4.6;3.2;18.7;3.1;0
751114113;64.9;26.2;11920;27100;43850;1.18;5280;9400;14880;21250;33520;40080;47750;63920;12.1;14.6;0.427;83.6;73.1;4;6.5;11.7;4.7;0
751114114;69.3;20.3;15410;30890;48950;1.09;7070;12860;18190;24150;36830;43920;54170;69220;9.8;12.6;0.419;83.6;74;4;5.6;11;5.4;0
751114115;76.1;11.9;21290;35080;50810;0.84;11450;18490;23440;29330;40080;46360;55610;73010;6.4;9.2;0.395;84.8;75.1;4.2;5.5;8.6;6.6;0
751114201;64.8;25.9;12500;24790;39420;1.09;6100;10260;15220;20210;30450;36400;43100;56980;9.3;10.9;0.397;82.1;72.6;4.3;5.2;13.8;4.1;0
751114202;71.2;20;16450;30560;47380;1.01;7610;13020;20130;25510;36720;43210;53090;70670;9.3;12.7;0.426;80.3;71.5;3.4;5.4;13.7;6;0
751114203;76.1;12.2;21960;35120;52800;0.88;10710;19050;24410;29950;41330;47800;57520;78130;7.3;8.8;0.382;78.2;67.8;3.3;7.1;14.8;7;0
751114204;69.5;18.6;16370;28340;42970;0.94;7330;13600;18660;23380;34100;39840;47410;59540;8.1;9.7;0.384;84.1;72.5;4.5;7.1;11.3;4.6;0
751114205;74;15.4;20390;34840;54650;0.98;9560;15800;22620;28490;41160;49690;60670;82360;8.6;11.4;0.41;74.3;63.1;3.3;7.9;17.7;8;0
751114206;73.6;15.1;19700;34370;53400;0.98;8380;16220;22410;27990;41230;48090;58130;76850;9.2;11.8;0.418;76.9;64.4;3;9.5;16.6;6.5;0
751114207;74.9;13;22330;38460;61170;1.01;10580;18110;25950;32270;46180;55660;67990;94680;9;11.6;0.43;76.8;66.4;2.1;8.3;14.2;9;0
751114208;77.9;12.2;24700;41440;64270;0.95;11070;21000;27840;34950;48740;57850;70550;99850;9;11.7;0.433;71.8;62.4;2.5;6.9;17.7;10.5;0
751114209;72.2;15.5;18190;32470;53710;1.09;9530;15740;20890;26550;40400;49200;61200;80840;8.5;11.4;0.426;79.5;68.5;3.2;7.8;13.6;6.9;0
751114210;69;19.9;16370;30840;50290;1.1;7440;13110;19490;24690;37330;45580;55590;77380;10.4;14.3;0.457;80.8;67.9;2.9;10;13.8;5.4;0
751114211;72.9;14.3;19540;32490;49390;0.92;9060;16440;21870;27020;39350;45820;53660;71400;7.9;10.5;0.418;79.1;68.3;2.7;8.1;14.8;6.1;0
751114212;77.3;;24910;38810;57950;0.85;14860;22080;27410;32730;45340;52920;65190;88700;6;8.8;0.41;69.8;61;2.8;6;19.1;11.1;0
751114213;73.3;15.1;20480;35250;55990;1.01;8310;16840;23290;28800;42480;49990;61330;79420;9.6;11.2;0.405;80.4;68.7;3.6;8.1;13.3;6.3;0
751114214;66.4;20.2;15630;28730;44800;1.02;6500;12870;17720;23470;33990;40080;48180;67270;10.4;11.8;0.425;79.2;68.3;3.6;7.3;13.6;7.2;0
751114301;63.7;24.9;13160;22920;36440;1.02;5870;10560;15280;19130;26970;32910;41200;54620;9.3;13.3;0.436;70;63.1;3.2;3.7;21.5;8.5;0
751114302;69.1;16.6;16990;31450;49410;1.03;8700;14780;20470;25880;37600;44490;54540;68960;7.9;10.5;0.401;74.7;67.3;2.7;4.7;18.9;6.4;0
751114303;51.8;31.3;10920;18080;27440;0.91;6240;9710;12470;15030;21320;24890;29450;37840;6.1;7.6;0.358;74.3;68.7;3.9;1.7;23.1;2.6;0
751114304;73;13.5;18660;28690;40910;0.78;10860;16670;20910;25070;32650;37850;44380;57460;5.3;7.6;0.365;78.1;67.8;3.5;6.8;17;4.9;0
751114305;64.9;22.1;14390;25740;41780;1.06;6350;11660;16520;20700;31090;37420;46320;61270;9.6;11.8;0.412;79.9;71.4;2.7;5.8;15.8;4.3;0
751114306;67.2;19.6;15180;27670;43950;1.04;6960;13090;17340;22980;33110;39610;49630;66230;9.5;13.1;0.436;83.1;74.7;3;5.4;11.4;5.5;0
751114307;69.3;20;15910;29360;47800;1.09;7940;12960;18690;24190;35410;44040;53030;70800;8.9;12;0.421;76.6;66.9;3.1;6.6;16.8;6.6;0
751114308;69.8;21.8;14630;27670;45820;1.13;6090;12010;17510;23480;34120;41830;51200;71130;11.7;16.9;0.476;76.5;65.9;3.1;7.5;15.5;8;0
751114309;70.7;20.8;16180;30430;49410;1.09;6350;12580;18640;24410;36220;44510;54450;72540;11.4;14.4;0.448;72.5;64;2.7;5.8;20.5;7;0
751114310;76.1;12.4;23050;37640;57340;0.91;10000;19670;25690;31280;43240;52490;61810;84060;8.4;11.5;0.43;81.1;70;3.2;7.9;11.2;7.7;0
751114311;66.8;18;16680;31290;52540;1.15;7340;13800;19700;25650;38640;46760;60020;81650;11.1;18.4;0.517;73.7;65.5;2.7;5.5;9.8;16.5;0
751114312;74.5;12.2;21410;37040;58100;0.99;10550;18630;24760;31300;42880;52320;65550;86570;8.2;10.1;0.4;75.5;66.4;2.7;6.4;16.4;8.1;0
751114313;78.3;;23890;37660;58050;0.91;13240;20330;26720;31610;45230;52300;63830;83090;6.3;8.5;0.392;79.9;69.4;2.7;7.8;14.3;5.8;0
751114314;74.8;12.4;20850;32800;47770;0.82;10250;17790;23510;28420;38070;43760;51810;70640;6.9;8.4;0.377;82.9;73.2;3.2;6.5;11.1;6;0
751114315;70.5;20.6;16460;30460;49340;1.08;7480;12640;19770;25680;37090;44580;54050;68620;9.2;11.7;0.406;82;71.4;3.6;7;12.6;5.4;0
751114316;69.3;18.7;15450;30150;47170;1.05;7800;13870;18130;24270;35920;43140;52410;71070;9.1;11.6;0.429;82.2;70.5;3.4;8.3;12.4;5.4;0
751114317;74.3;16.2;19460;32920;51420;0.97;8220;16150;22240;28050;39970;47360;56430;70790;8.6;11;0.405;80.7;70.6;3;7.1;13.9;5.4;0
751114318;74.7;16.8;18570;31730;46940;0.89;8090;15120;21160;27070;36580;42690;51530;65560;8.1;10.4;0.394;80.4;71.4;3.9;5.1;13.2;6.4;0
751114319;62.3;22.4;14380;24140;35910;0.89;7500;11990;16660;20860;27790;32630;39550;52950;7.1;8.5;0.372;72.2;64.8;3;4.4;24.4;3.4;0
751114320;68.2;20;15340;26550;40490;0.95;8240;13050;17740;21920;31150;36910;44280;57200;6.9;9;0.38;82.2;74.6;2.9;4.7;14.5;3.3;0
751114321;71.5;19.6;15720;28880;43790;0.97;7190;13290;19010;24130;34110;39890;48340;63080;8.8;10.6;0.401;78.9;69.8;3.2;5.9;16;5.1;0
751114401;78.6;;23890;37340;54350;0.82;11640;20910;26930;32760;43590;50620;58990;76860;6.6;8.8;0.398;74.8;66.7;1.8;6.3;17.2;8;0
751114402;75;11.3;21090;34310;50790;0.87;11860;18540;24140;29440;40550;47290;55050;70580;6;7.7;0.367;79.5;70.2;2.8;6.5;15.7;4.8;0
751114403;71.8;14.8;19340;32100;46450;0.84;8630;16290;21780;26840;36400;43110;51710;66350;7.7;10.2;0.402;79.3;71;3.3;5;13.9;6.8;0
751114404;74.1;13.3;20990;35720;59510;1.08;10500;17340;24530;30340;42990;52160;67310;91060;8.7;12.6;0.454;79.2;66.7;2.7;9.8;13.6;7.2;0
751114405;67.9;20.5;16000;29910;45160;0.98;6620;12320;18560;23280;34240;41000;49450;64480;9.7;12.4;0.406;81;69.8;3.6;7.6;15;4;0
751114406;72.6;15.5;18290;32940;48940;0.93;9130;15640;20990;26440;38500;44890;55300;76540;8.4;12.6;0.463;75.8;64.7;3.1;8;14.8;9.4;0
751114407;74.3;14.2;19420;33330;49480;0.9;10180;16850;21980;27130;38130;45220;53700;72690;7.1;9;0.395;82.3;73.7;3.3;5.3;12.4;5.3;0
751114408;76;12.3;21280;34570;51760;0.88;11330;18540;24450;30190;40300;47620;56860;71320;6.3;8.8;0.387;73.8;64.3;2.4;7.1;16.7;9.5;0
751114409;73;17.6;18070;30830;46940;0.94;8440;14650;21000;26070;36490;43050;51500;68180;8.1;10.2;0.385;80.4;72.1;2.7;5.6;14.6;5;0
751114410;71.4;19.5;16580;31300;46580;0.96;7300;13170;19550;25590;36620;42840;51800;65780;9;10.9;0.386;71;64.1;2.9;4;23.8;5.2;0
751114411;70.6;19.5;16560;29770;42890;0.88;8080;13190;18830;24520;34500;39970;47650;60220;7.5;9.1;0.38;78.7;69.9;3.7;5.1;17.1;4.2;0
751114412;73.3;15.3;18550;31600;48680;0.95;9930;15360;21160;26670;37740;44640;54170;70550;7.1;9.3;0.388;74.5;65.2;3.3;6;19.9;5.6;0
751114413;76;10.7;23800;37600;55680;0.85;12440;20310;26090;31080;43810;50870;61080;79640;6.4;8.3;0.38;80.1;70.8;2.7;6.6;13.8;6.1;0
751124501;58.5;26.6;12350;20940;29740;0.83;6230;10410;14400;17580;23930;27620;31620;40670;6.5;8.3;0.351;72.1;65.7;4.3;2.1;26;1.9;0
751124502;75.1;12.8;21010;34360;50080;0.85;10840;18300;23590;28850;39590;46080;55730;70850;6.5;8.4;0.378;74.8;65.9;2.4;6.5;18.9;6.3;0
751124503;71;17.2;17170;31210;47070;0.96;7700;14680;20250;25730;36560;43720;51860;64260;8.3;10.6;0.395;71.9;63.5;2.4;6;22.6;5.5;0
751124504;75.3;15.3;20200;34060;49210;0.85;9160;16560;23100;28150;39370;45690;53280;70120;7.7;9.8;0.389;73.2;65.2;2.3;5.7;20.1;6.7;0
751124505;80.4;10.9;23560;35090;48340;0.71;12540;20190;25990;30410;39270;45490;51740;63790;5.1;6.2;0.315;75.5;70;1.8;3.7;20.2;4.3;0
751124506;75.4;13.3;23270;36850;55700;0.88;10240;18880;26450;31910;43660;50960;61890;79230;7.7;9.5;0.379;76.1;66.8;2.3;7;18.6;5.3;0
751124507;71.8;16.6;17220;30990;49380;1.04;7810;14890;21020;25680;37070;43980;55840;71600;9.2;11.1;0.416;64;56.4;2.3;5.3;27.9;8.1;0
751124508;76.5;11.2;22630;35150;49860;0.77;11670;19610;25610;30330;39410;46330;54060;71210;6.1;8.2;0.372;73.6;66.1;2.3;5.2;18.1;8.3;0
751124509;75.9;;20930;30270;47360;0.87;12890;17980;23140;26980;35870;43320;51600;64220;5;6.5;0.344;78.2;72.9;2;3.3;17.6;4.2;0
751124510;52.2;33;10430;18350;28400;0.98;5150;8430;11790;14930;22180;25850;31460;39830;7.7;9.7;0.391;71.6;64.8;4;2.8;24.6;3.8;0
751124511;49.2;37.5;9300;16670;26460;1.03;4480;7950;10180;13510;20440;24500;29010;36640;8.2;10;0.381;66.8;60.5;4.6;1.7;31.1;2.1;0
751124512;72.9;19.6;16830;31150;47780;0.99;7220;13410;19470;25060;37480;44010;52650;69060;9.6;11.6;0.408;72.4;64.9;2.4;5.1;20.4;7.2;0
751124513;77.6;;22320;34600;51130;0.83;12440;18850;25180;30330;39150;45730;54920;71500;5.7;8.1;0.378;72.4;64.3;2.4;5.7;18.4;9.2;0
751124514;79.2;;25160;39050;56080;0.79;14230;22020;27780;33510;44960;52270;61260;79890;5.6;7.4;0.369;70.5;62.1;1.8;6.6;20.9;8.6;0
751124601;69.3;20.5;16110;29380;45520;1;7550;12750;18400;24300;35090;41840;49330;63780;8.4;11.7;0.418;72.2;65;2.7;4.5;19.8;8;0
751124602;71.5;17.6;17550;31380;46670;0.93;8650;14720;20450;26250;36050;43030;50710;66820;7.7;10.6;0.407;72.1;65.6;2.3;4.2;20.7;7.2;0
751124603;78.6;;23450;36070;49350;0.72;14210;21190;25830;30600;40150;44830;54480;70310;4.9;6.3;0.331;67.8;62.9;1.8;3.1;26.5;5.7;0
751124604;65.6;27;12080;22080;34660;1.02;4340;9940;14270;18660;26150;31230;38320;49350;11.4;14.2;0.432;71.7;66.3;2.8;2.6;20.4;7.9;0
751124605;72.1;17.2;17670;29270;42240;0.84;8720;14750;19820;24460;33960;38850;46010;58810;6.7;8.3;0.363;82.1;75.1;2.8;4.2;14.4;3.5;0
751124606;61.2;26.3;12500;24230;39200;1.1;5770;10250;14740;19610;28960;36020;44150;58590;10.2;13.1;0.425;73.8;66.5;2.9;4.4;20.3;5.9;0
751124608;76.5;14.2;21080;34640;50400;0.85;8980;17170;24220;29910;40730;46970;55140;72130;8;9.9;0.373;75.1;68.5;2.3;4.3;19.1;5.8;0
751124609;54;35.5;10390;18230;30970;1.13;5230;8850;11160;14520;23010;28030;34030;45220;8.7;11.6;0.426;78.3;70.9;3.8;3.6;19.5;2.2;0
751124610;78.9;11.2;23080;36370;51660;0.79;11630;20490;25520;30520;41120;47840;55730;73100;6.3;7.4;0.353;78.7;70.8;3;4.9;16.4;4.9;0
751124611;79.6;;24110;36190;52690;0.79;13780;21780;26730;31380;41010;47540;56940;72060;5.2;6.7;0.341;78.7;71.6;2.3;4.8;16.1;5.2;0
751124612;74.8;11;21250;33750;49280;0.83;12260;18430;23830;28590;39140;45480;53300;66200;5.4;7.6;0.361;82.9;72.7;2.9;7.3;13.2;3.9;0
751124613;71.3;16.3;17370;28850;42680;0.88;8910;14990;19710;24800;33330;39140;46150;58410;6.6;7.9;0.359;76.5;70.7;2.8;3;19.2;4.3;0
751124614;77.8;10.4;24360;37780;53750;0.78;12740;21240;26920;32970;43920;50140;59340;80300;6.3;8;0.375;70.3;61.7;2.1;6.5;21.7;8;0
751124615;73.6;13.3;19250;32450;48300;0.9;9990;16510;22260;28100;37570;44850;53090;67700;6.8;8.8;0.379;74.3;68.2;2.1;4;20.4;5.3;0
